name,rating,fields,employee_counts,company_types,ages,locations
Fotografik Enterprises,3.5,51-200 Employees,Chandigarh +3 more,,,
OVT India,3.5,Electrical Equipment,501-1k Employees,21 years old,Noida +4 more,
Rishi FIBC Solutions,3.8,Packaging,1k-5k Employees,16 years old,Vadodara +5 more,
Homesfy - Craft Financial Advisors,4.0,Real Estate,201-500 Employees,11 years old,Thane +5 more,
Affordplan,2.8,Internet,201-500 Employees,Startup,7 years old,Delhi +13 more
JPM INDUSTRIES,3.8,Industrial Machinery,1k-5k Employees,64 years old,Gurgaon +9 more,
Sourcedesk Global,4.3,IT Services & Consulting,51-200 Employees,13 years old,Toronto +1 more,
Ace Micromatic Group,4.0,Industrial Machinery,10k-50k Employees,50 years old,Bangalore/Bengaluru +19 more,
Valiant Organics,3.8,Chemicals / Agri Inputs,501-1k Employees,Public,39 years old,Mumbai +9 more
Privi Speciality Chemicals,3.5,Chemicals,1k-5k Employees,Mahad +8 more,,
Boult Audio,4.0,Consumer Electronics & Appliances,51-200 Employees,6 years old,Gurgaon/Gurugram +2 more,
Scymes Services,3.8,IT Services & Consulting,501-1k Employees,Startup,Mumbai +11 more,
KANINI Software Solutions,3.6,IT Services & Consulting,501-1k Employees,6 years old,Nashville +4 more,
Competition Team Technology,4.0,Oragadam +2 more,,,,
Medeor,3.5,Healthcare,501-1k Employees,Public,19 years old,Delhi/NCR +6 more
Press Fit Pipe And Profile,3.9,Building Material,501-1k Employees,44 years old,Bhiwandi +12 more,
Centrient Pharmaceuticals,4.0,Pharma,201-500 Employees,154 years old,Rotterdam +9 more,
Arvind Smartspaces,3.6,Real Estate,51-200 Employees,Ahmedabad +2 more,,
Nanavati Max Super Speciality Hospital,4.0,Mumbai +1 more,,,,
Signals & Systems (India) Private Limited,4.0,Electronics Manufacturing,51-200 Employees,28 years old,Chennai +10 more,
O3 Hire,3.9,Management Consulting,51-200 Employees,MNC,7 years old,Ludhiana +8 more
SATTRIX Information Security,2.7,IT Services & Consulting,51-200 Employees,10 years old,Ahmedabad +8 more,
Reliable Spaces,3.2,Real Estate,51-200 Employees,19 years old,Navi Mumbai +2 more,
Plr Projects,4.5,Engineering & Construction,201-500 Employees,43 years old,Hyderabad +14 more,
SoftProdigy System Solutions,4.6,IT Services & Consulting,201-500 Employees,17 years old,Mohali +1 more,
Sharadha Terry Products,3.7,Fashion & Textile,1k-5k Employees,31 years old,Coimbatore +8 more,
Tyco International,4.3,Law Enforcement & Security,50k-1 Lakh Employees (Global),63 years old,New Jersey +17 more,
Minda Silca Engineering,4.0,Industrial Automation,501-1k Employees,17 years old,Greater Noida +2 more,
Recaero,3.8,Aviation,201-500 Employees (Global),32 years old,Verniolle +4 more,
Textronics Design Systems,2.2,IT Services & Consulting,51-200 Employees,33 years old,Navi Mumbai +1 more,
Neo Structo Construction,3.8,Engineering & Construction,501-1k Employees,Public,38 years old,Surat +8 more
Aditya Auto Products & Engineering,3.5,Auto Components,51-200 Employees,27 years old,Bengaluru +8 more,
Funskool India,3.9,Other,201-500 Employees,35 years old,Chennai +11 more,
Vritti Solutions,3.5,IT Services & Consulting,201-500 Employees,Public,18 years old,Pune +11 more
ROCKWOOL,3.5,Building Material,51-200 Employees,36 years old,Hyderabad +5 more,
Ginesys,3.6,201-500 Employees,17 years old,Gurgaon +5 more,,
Commerce Pundit,3.9,IT Services & Consulting,11-50 Employees,14 years old,2675 Breckinridge Blvd +4 more,
Omnicom Media Group,3.5,Marketing & Advertising,201-500 Employees,50 years old,New York +7 more,
Element14,4.4,Semiconductors,201-500 Employees,16 years old,Singapore +6 more,
Recaero,3.8,Aviation,201-500 Employees (Global),32 years old,Verniolle +4 more,
Finicity,3.7,Financial Services,201-500 Employees,23 years old,Murrah +3 more,
ROCKWOOL,3.5,Building Material,51-200 Employees,36 years old,Hyderabad +5 more,
JSS Medical Research,3.4,Clinical Research,201-500 Employees,38 years old,Saint-Laurent +12 more,
JPAL,4.4,Analytics & KPO,51-200 Employees,20 years old,Cambridge +24 more,
Textronics Design Systems,2.2,IT Services & Consulting,51-200 Employees,33 years old,Navi Mumbai +1 more,
Arteria Technologies,2.4,Software Product,201-500 Employees,16 years old,Bangalore/Bengaluru +3 more,
Lavie World,3.7,Retail,201-500 Employees,13 years old,Mumbai +17 more,
Sietz Technologies,4.1,Auto Components,201-500 Employees,26 years old,Faridabad +4 more,
NeST Information Technologies,4.4,IT Services & Consulting,501-1k Employees,25 years old,Kochi/Cochin +4 more,
The Oman Construction Co. LLC (TOCO),3.9,Oil & Gas,1k-5k Employees (Global),58 years old,Muscat +5 more,
Ambrane India,4.1,Consumer Electronics & Appliances,201-500 Employees,Startup,11 years old,Delhi/NCR +6 more
Zee News,4.2,Broadcasting,10k-50k Employees,Public,24 years old,Noida +11 more
Desein,4.1,Engineering & Construction,501-1k Employees,58 years old,New Delhi +11 more,
Interglobe Technology Quotient,4.0,Aviation,201-500 Employees,29 years old,Gurgaon +13 more,
Continental Carbon India,4.0,Chemicals,201-500 Employees,23 years old,Ghaziabad +3 more,
Ventech (India),4.4,Auto Components,11-50 Employees (Global),11 years old,Pune +5 more,
Neo Structo Construction,3.8,Engineering & Construction,501-1k Employees,Public,38 years old,Surat +8 more
Amalgamations Valeo Clutch,4.3,Auto Components,501-1k Employees,26 years old,Chennai +4 more,
Formel D,3.8,Auto Components,201-500 Employees,30 years old,Troisdorf +8 more,
Vritti Solutions,3.5,IT Services & Consulting,201-500 Employees,Public,18 years old,Pune +11 more
Brahmaputra Cracker and Polymer,4.6,501-1k Employees,16 years old,Guwahati +9 more,,
Saggezza,3.5,IT Services & Consulting,201-500 Employees,18 years old,Chicago +7 more,
Kintetsu World Express,4.0,Logistics,201-500 Employees,26 years old,Tokyo +20 more,
Simple Logic IT,4.6,IT Services & Consulting,201-500 Employees,14 years old,Mumbai +1 more,
Minda Vast Access Systems,4.0,Law Enforcement & Security,51-200 Employees,8 years old,Pune +2 more,
INFAC,3.5,Auto Components,54 years old,Songpa-gu +3 more,,
Mettl,4.0,Internet,501-1k Employees,14 years old,Gurgaon +5 more,
Aditya Auto Products & Engineering,3.5,Auto Components,51-200 Employees,27 years old,Bengaluru +8 more,
Teamglobal Logistics,3.9,Logistics,201-500 Employees,18 years old,Mumbai +13 more,
MaRS Planning & Engineering Services,4.2,Engineering & Construction,11-50 Employees,23 years old,Ranchi +22 more,
MPMKVVCL,3.4,Government,10k-50k Employees (Global),Public,21 years old,Bhopal +18 more
Shriji Polymers,4.2,Packaging,51-200 Employees,Public,20 years old,Ujjain +7 more
Kruger Ventilation Industries,3.6,Industrial Machinery,201-500 Employees,38 years old,Singapore +9 more,
GSS Infotech,3.4,IT Services & Consulting,51-200 Employees,Public,24 years old,Hyderabad/Secunderabad +7 more
Banas Dairy,4.1,Food Processing,1k-5k Employees,54 years old,Palanpur +9 more,
Mobily Infotech,4.2,Telecom,201-500 Employees,16 years old,Bangalore/Bengaluru +2 more,
Delta Power Solutions,4.3,Electronics Manufacturing,501-1k Employees,52 years old,Taiwan +12 more,
UB Engineering,4.6,Engineering & Construction,51-200 Employees,Public,60 years old,Pune +17 more
Integral University,3.9,Education & Training,501-1k Employees,19 years old,Lucknow +4 more,
RDM India,3.1,Aviation,501-1k Employees,31 years old,New Delhi +3 more,
Futures First info Services,3.8,Financial Services,201-500 Employees,21 years old,Gurgaon +7 more,
Omnicom Media Group,3.5,Marketing & Advertising,201-500 Employees,50 years old,New York +7 more,
Kifs Housing Finance,3.7,Financial Services,51-200 Employees,8 years old,Ahmedabad +32 more,
Unipath Specialty Laboratory,4.2,Healthcare,51-200 Employees,14 years old,Kolkata +17 more,
Injectoplast,3.8,Auto Components,201-500 Employees,35 years old,Kanpur +3 more,
Scott Edil Pharmacia,3.4,Pharma,51-200 Employees,Public,27 years old,Chandigarh +2 more
Caterpillar Signs,3.6,Printing & Publishing,Ahmedabad +2 more,,,
Kalinga University,3.3,Education & Training,201-500 Employees,10 years old,Raipur +8 more,
Besmak Components,3.9,Auto Components,201-500 Employees,29 years old,Kanchipuram +8 more,
Apeejay School,3.4,Education & Training,New Delhi +8 more,,,
Anvil Cables,4.0,Semiconductors,201-500 Employees,14 years old,Kolkata +15 more,
Bhash Software Labs,4.1,Software Product,11-50 Employees,9 years old,Chennai +3 more,
Dedicated Freight Corridor Corporation Of India,3.8,Government,501-1k Employees,Public,17 years old,New Delhi +23 more
Gia India Laboratory,4.1,Jewellery,51-200 Employees,92 years old,Mumbai +4 more,
Shreeji Infrastructure,3.4,Engineering & Construction,1k-5k Employees,24 years old,Jabalpur +17 more,
Cp Aquaculture,4.3,Agriculture,501-1k Employees,29 years old,Chennai +12 more,
Goddres Pharmaceuticals,3.2,Pharma,51-200 Employees,12 years old,Mumbai +12 more,
Poddar Tyres,3.7,Auto Components,501-1k Employees,Public,42 years old,Mumbai +13 more
ATPI,4.0,Travel & Tourism,51-200 Employees,21 years old,London +4 more,
National Corporation for Tourism & Hotels,4.4,Travel & Tourism,1k-5k Employees,27 years old,Abu Dhabi +7 more,
Ankura Hospital,3.3,Healthcare,501-1k Employees (Global),12 years old,Hyderabad +3 more,
Lifcare Pharmacy,4.0,Pharma,51-200 Employees,8 years old,Noida +7 more,
Tyco International,4.3,Law Enforcement & Security,50k-1 Lakh Employees (Global),63 years old,New Jersey +17 more,
Minda Silca Engineering,4.0,Industrial Automation,501-1k Employees,17 years old,Greater Noida +2 more,
Plr Projects,4.5,Engineering & Construction,201-500 Employees,43 years old,Hyderabad +14 more,
SoftProdigy System Solutions,4.6,IT Services & Consulting,201-500 Employees,17 years old,Mohali +1 more,
Kserve Bpo,3.2,BPO,51-200 Employees,20 years old,Thane +2 more,
Apicore Pharmaceuticals,3.8,Pharma,51-200 Employees,17 years old,Vadodara +3 more,
Being human,4.3,Fashion & Textile,51-200 Employees,16 years old,Mumbai +20 more,
Mody University Science Technology,3.4,Education & Training,51-200 Employees,25 years old,Lakshmangarh +7 more,
Sharadha Terry Products,3.7,Fashion & Textile,1k-5k Employees,31 years old,Coimbatore +8 more,
Krishna Ishizaki Auto,4.1,Automobile,51-200 Employees,14 years old,Gurgaon +6 more,
Unique Infra Engineering,3.4,Engineering & Construction,51-200 Employees,24 years old,Udaipur +21 more,
Smartchem Technologies,3.9,Agro Chemicals,51-200 Employees,Public,36 years old,Pune +19 more
Aqua Group,4.3,Industrial Machinery,501-1k Employees,67 years old,Coimbatore +8 more,
Hogarth Worldwide,3.8,Marketing & Advertising,1k-5k Employees (Global),15 years old,London +2 more,
CRED,3.7,FinTech,201-500 Employees,Indian Unicorn,5 years old,Bangalore +7 more
Thar Worx,3.9,1k-5k Employees,Bengaluru/Bangalore +4 more,,,
EzappSolution,4.8,IT Services & Consulting,51-200 Employees,15 years old,Gurgaon/Gurugram +8 more,
Cashfree Payments,3.6,FinTech,501-1k Employees,Startup,8 years old,Bangalore +3 more
Amalgam Steel,3.9,201-500 Employees,Jamshedpur +3 more,,,
Kips Learning Private Limited,4.6,Printing & Publishing,51-200 Employees,28 years old,Noida +20 more,
GTPL-KCBPL,3.9,Telecom,501-1k Employees,13 years old,Kolkata +7 more,
Symsafe Systems,4.7,IT Services & Consulting,11-50 Employees,20 years old,Jaipur +1 more,
Cloud Analogy,3.1,IT Services & Consulting,201-500 Employees,Noida +7 more,,
Punjab State Power Corporation,3.7,Power,10k-50k Employees,State,Patiala +14 more,
Bo International,3.9,Beauty & Personal Care,11-50 Employees,10 years old,Delhi/NCR +1 more,
Anand Rathi Wealth Management,3.4,Financial Services,501-1k Employees,Mumbai +11 more,,
Mechanical Contracting and Services Company,3.8,Engineering & Construction,1k-5k Employees (Global),51 years old,Manama +5 more,
Saburi TLC,2.9,IT Services & Consulting,51-200 Employees,11 years old,Gurgaon/Gurugram +2 more,
Mindtree Solutions,3.8,1-10 Employees,Delhi +6 more,,,
Dezire Research,4.4,Investment Banking / Venture Capital / Private Equity,51-200 Employees,7 years old,Indore +1 more,
Digikredit Finance,4.0,FinTech,51-200 Employees,9 years old,Mumbai +16 more,
Diversey India Hygiene,3.7,201-500 Employees,103 years old,Mumbai +16 more,,
Pegatron Technology India,3.7,Chengalpattu +1 more,,,,
Altera Digital Health,3.8,Pune +3 more,,,,
Usha Fire Safety Equipments,3.6,Industrial Machinery,51-200 Employees,35 years old,Chennai +14 more,
ZIGRAM,3.3,IT Services & Consulting,201-500 Employees,5 years old,Gurgaon/Gurugram +2 more,
Stanley Lifestyles,4.0,Furniture & Furnishing,501-1k Employees,Public,27 years old,Bengaluru +7 more
Brickwork India,3.6,Financial Services,201-500 Employees,18 years old,Bangalore/Bengaluru +2 more,
Calibrated Healthcare Systems,3.5,Healthcare,51-200 Employees,17 years old,Ontario,
NetProphets Cyberworks,3.4,IT Services & Consulting,51-200 Employees,23 years old,Noida +2 more,
Govt of Karnataka,3.9,Government,1 Lakh+ Employees (Global),Public,67 years old,Bengaluru +18 more
Opus Software Solutions,3.8,Pune +6 more,,,,
Chiripal Group,3.3,Fashion & Textile,10k-50k Employees,51 years old,Ahmedabad +6 more,
Dynamic Engineering,3.5,Industrial Machinery,51-200 Employees,Public,41 years old,Houston +22 more
DDF Consultants,3.9,Healthcare,201-500 Employees,15 years old,New Delhi +10 more,
SecureNow Insurance Broker,3.4,Insurance,51-200 Employees,12 years old,Delhi +6 more,
Saint-Gobain Weber,3.8,Engineering & Construction,1k-5k Employees,Mumbai +16 more,,
Government of Gujarat,3.9,Government,11-50 Employees,Public,63 years old,Gandhinagar +22 more
SRIT,3.5,IT Services & Consulting,501-1k Employees,24 years old,Bangalore/Bengaluru +15 more,
Camlin Fine Sciences,3.5,Chemicals,501-1k Employees,Public,92 years old,Mumbai +7 more
Alacrity Ecommerce Solutions Private Limited,3.7,IT Services & Consulting,201-500 Employees,13 years old,Nagpur,
Winkies,3.8,Kolkata +17 more,,,,
Chirayu Medical College & Hospital,4.1,Healthcare,201-500 Employees,12 years old,Bhopal +3 more,
Virgo Group,3.8,1k-5k Employees,30 years old,Chandigarh +23 more,,
Storia Foods,3.2,Beverage,201-500 Employees,7 years old,Mumbai +21 more,
Mahesh Tutorials,3.3,Education & Training,11-50 Employees (Global),35 years old,Mumbai +10 more,
Livesalesman,4.6,201-500 Employees (Global),20 years old,Noida +1 more,,
JSM Corporation,3.5,Hospitality,201-500 Employees,19 years old,Mumbai +11 more,
Tricon Infotech,3.8,IT Services & Consulting,201-500 Employees,26 years old,Bangalore/Bengaluru +3 more,
Netcon Technologies,3.9,IT Services & Consulting,201-500 Employees,16 years old,Coimbatore +11 more,
Rivoli Group,3.6,Retail,1k-5k Employees,35 years old,Dubai +5 more,
Vikram Hospital,4.0,Healthcare,501-1k Employees,14 years old,Bangalore +5 more,
Rabwin Industries,3.6,Industrial Machinery,11-50 Employees,24 years old,Coimbatore,
Infoblox,4.7,IT Services & Consulting,501-1k Employees,24 years old,Santa Clara +2 more,
HLE Engineers,3.9,Industrial Machinery,501-1k Employees,42 years old,Navsari +7 more,
Aggreko,4.3,Power,51-200 Employees,61 years old,Glasgow +14 more,
Nippon Data Systems,4.0,IT Services & Consulting,201-500 Employees,29 years old,Noida +11 more,
Ramkrishna Care Hospital,4.0,Healthcare,501-1k Employees,31 years old,Raipur +7 more,
Shiksha.com,3.6,Internet,51-200 Employees,Public,15 years old,Noida +14 more
Timezone Entertainment,4.0,Events,201-500 Employees,45 years old,Perth +17 more,
Regency Health Care,4.3,1k-5k Employees,28 years old,Kanpur +5 more,,
Komal Tex Fab,3.4,Fashion & Textile,51-200 Employees,42 years old,Ahmedabad +3 more,
Primeone Workforce,4.0,Recruitment,51-200 Employees,18 years old,Bhopal +20 more,
An Pharmaceuticals,3.6,Pharma,51-200 Employees,22 years old,New Delhi +13 more,
Srmb Steel,3.3,Iron & Steel,501-1k Employees,72 years old,Kolkata +16 more,
Maxval Ip Services,3.2,IT Services & Consulting,201-500 Employees,19 years old,Los Altos +5 more,
BESIX,4.1,Engineering & Construction,114 years old,Woluwe-Saint-Lambert +7 more,,
Apeejay Surrendra Group,4.2,FMCG,10k-50k Employees,Conglomerate,113 years old,Kolkata +12 more
Walmart Labs,4.0,Bengaluru/Bangalore +3 more,,,,
Goqii,3.9,Fitness & Wellness,51-200 Employees,Startup,9 years old,Mumbai +9 more
Spi Cinemas,4.7,Media & Entertainment,201-500 Employees,32 years old,Chennai +10 more,
Bernhard Schulte Shipmanagement,4.0,Ports & Shipping,51-200 Employees,140 years old,Hamburg +7 more,
Outline Systems,3.5,IT Services & Consulting,1k-5k Employees,18 years old,Chandigarh +3 more,
Cambata Aviation,4.8,Aviation,1k-5k Employees,69 years old,New Delhi +6 more,
HyTech Professionals,3.2,IT Services & Consulting,201-500 Employees,19 years old,Rockville +1 more,
Savvysoft Technologies,4.3,Recruitment,201-500 Employees,24 years old,Chicago +4 more,
Oswal Woollen Mills,4.0,Fashion & Textile,1k-5k Employees,Public,74 years old,Ludhiana +6 more
Raj Industries,3.5,Packaging,51-200 Employees,15 years old,Bhiwadi +17 more,
TUV Rheinland Group,4.0,Law Enforcement & Security,10k-50k Employees (Global),151 years old,Cologne +22 more,
Zieta Technologies,3.3,IT Services & Consulting,201-500 Employees,22 years old,Atlanta +7 more,
Red Tag,3.9,Retail,11-50 Employees,17 years old,Al Khobar +12 more,
Kommineni Infotech,3.0,IT Services & Consulting,1k-5k Employees (Global),25 years old,Hyderabad +21 more,
Syntel International,3.6,Chennai +4 more,,,,
M Intergraph Systems,4.1,IT Services & Consulting,201-500 Employees,33 years old,New Delhi +5 more,
Ruban Memorial Hospital,4.1,Healthcare,501-1k Employees,23 years old,Patna,
Shetty Infraservices,4.1,IT Services & Consulting,1k-5k Employees (Global),28 years old,Mumbai +6 more,
New Swan Multitech,3.8,Industrial Machinery,51-200 Employees,14 years old,Ludhiana +3 more,
PETROJET,3.3,Engineering & Construction,10k-50k Employees (Global),48 years old,Cairo +11 more,
Gits Food Products,3.9,FMCG,201-500 Employees,60 years old,Mumbai +23 more,
Wizertech Informatics,4.0,IT Services & Consulting,51-200 Employees,23 years old,Kolkata +10 more,
SJS Enterprises,3.9,Auto Components,201-500 Employees,36 years old,Bengaluru +5 more,
Mtg Learning Media,4.1,Printing & Publishing,51-200 Employees,41 years old,Gurugram +5 more,
Rama group,3.3,Real Estate,201-500 Employees (Global),33 years old,Pune +17 more,
Believers Church Medical College Hospital,4.2,Healthcare,501-1k Employees,9 years old,Thiruvalla +3 more,
Br.CAT International,3.7,Oil & Gas,10k-50k Employees (Global),86 years old,Al Khobar +4 more,
HES Infra,4.0,Engineering & Construction,201-500 Employees,16 years old,Hyderabad +9 more,
Kalburgi Cement,3.6,Building Material,51-200 Employees,15 years old,Hyderabad +8 more,
Model Infra Corporation,3.2,Engineering & Construction,1k-5k Employees,23 years old,Bengaluru +7 more,
SPJ group,2.4,FMCG,11-50 Employees,61 years old,New Delhi +7 more,
CREW(P)LTD,4.1,Industrial Machinery,10k-50k Employees,39 years old,Chennai +11 more,
Pyramid E Services,3.9,Education & Training,11-50 Employees,18 years old,New Delhi +12 more,
S R Enterprises,3.9,Electrical Equipment,11-50 Employees,24 years old,Mumbai +27 more,
Galaxy Toyota,4.0,Automobile,501-1k Employees (Global),18 years old,New Delhi +2 more,
Jain Farm Fresh Foods,3.6,FMCG,201-500 Employees,Public,60 years old,Jalgaon +10 more
Gsp Power Projects,3.9,Electronics Manufacturing,51-200 Employees,28 years old,New Delhi +23 more,
Meditrina Hospital,3.4,Healthcare,51-200 Employees,14 years old,Kollam +14 more,
Ghaziabad Precision Products,3.6,Automobile,501-1k Employees,35 years old,Ghaziabad +6 more,
The Walt Disney Company,4.1,Media & Entertainment,5k-10k Employees,Forbes Global 2000,100 years old,Burbank +12 more
RICE GROUP,2.9,Education & Training,1k-5k Employees (Global),38 years old,Kolkata +11 more,
Sterling Information Resources,4.0,51-200 Employees,Thane +4 more,,,
Nature Nurture Eduserv,4.5,Education & Training,51-200 Employees,11 years old,Boston,
Shiksha Financial Services India,3.9,Financial Services,51-200 Employees,9 years old,Chennai +17 more,
Q Tech Microelectronics India,3.4,10k-50k Employees,Greater Noida +2 more,,,
Twin Health,3.5,Healthcare,201-500 Employees,Startup,5 years old,San Francisco +8 more
Ketsaal Retails,3.3,Other,11-50 Employees,6 years old,Noida +1 more,
Exotel,2.7,Internet,51-200 Employees,12 years old,Bangalore +5 more,
WPP,3.8,Marketing & Advertising,501-1k Employees,Forbes Global 2000,38 years old,London +5 more
FINNEW SOLUTIONS,4.4,Financial Services,201-500 Employees,8 years old,Bangalore/Bengaluru +25 more,
Sarla Advantech,4.0,Engineering & Construction,201-500 Employees,24 years old,Navi Mumbai +7 more,
Aloft Hotels,3.7,Hospitality,1-10 Employees,16 years old,Bangalore +10 more,
Myanatomy Integration,4.7,Recruitment,51-200 Employees,7 years old,bangalore +3 more,
Scribe EMR,4.1,IT Services & Consulting,1k-5k Employees,7 years old,bangalore +5 more,
ADNOC Distribution,3.9,Oil & Gas,201-500 Employees,50 years old,Dubai +9 more,
Blue Rose Publishers,4.2,Printing & Publishing,51-200 Employees,Noida +2 more,,
Sevalaya,4.7,Chennai +1 more,,,,
Chqbook.com,3.3,Financial Services,51-200 Employees,Startup,6 years old,Gurgaon +11 more
Sharp Sight,3.6,Healthcare,1k-5k Employees,31 years old,Delhi/NCR +9 more,
Rubicon Skill Development,2.3,EdTech,51-200 Employees,6 years old,Pune +2 more,
21North,3.2,Internet,501-1k Employees,Startup,8 years old,Bangalore +13 more
Ice Mortgage Technology,4.3,Software Product,501-1k Employees,Public,23 years old,Atlanta +1 more
Ultra Corpotech,3.9,Industrial Machinery,201-500 Employees,32 years old,Pune +1 more,
AchieveX Solutions,4.6,IT Services & Consulting,51-200 Employees,Startup,6 years old,Kolkata
Laxmi India Finleasecap,4.3,51-200 Employees,27 years old,Kolkata +29 more,,
SHRI LAKSHMI STEEL SUPPLIERS,3.7,Iron & Steel,501-1k Employees,37 years old,Bangalore/Bengaluru +11 more,
Carestream Health,3.8,Healthcare,201-500 Employees,16 years old,New York +10 more,
ECIL RAPISCAN,4.1,Electronics Manufacturing,201-500 Employees,28 years old,Hyderabad +14 more,
Shyama Power India,4.1,Electronics Manufacturing,1k-5k Employees,Public,44 years old,Gurugram +9 more
Sanofi Pasteur,4.1,5k-10k Employees (Global),19 years old,Paris +17 more,,
Shrinath Rotopack,4.2,Packaging,201-500 Employees,23 years old,Hyderabad +2 more,
India Healthcare Solutions,4.0,Healthcare,1k-5k Employees (Global),24 years old,Chennai +5 more,
Sumitomo Mitsui Banking Corporation,2.5,Financial Services,201-500 Employees,22 years old,New York +3 more,
Europ Assistance India,3.6,Insurance,201-500 Employees,16 years old,Paris +2 more,
Neelachal Ispat Nigam,4.3,Metals & Mining,1k-5k Employees,Central,41 years old,Jajpur +6 more
Multi Commodity Exchange of India,3.4,Financial Services,201-500 Employees,Public,20 years old,Mumbai +6 more
Verificient Technologies,3.5,Emerging Technologies,51-200 Employees,New York +1 more,,
Viswaat Chemicals,3.6,Chemicals,201-500 Employees,Public,25 years old,Mumbai +8 more
Wavelabs Technologies,3.3,IT Services & Consulting,201-500 Employees,8 years old,Milpitas +3 more,
GD Goenka International School,3.5,Surat +8 more,,,,
Vishal Enterprises,4.0,Fashion & Textile,10k-50k Employees,Public,39 years old,New Delhi +22 more
PFSweb,3.9,Logistics,201-500 Employees,24 years old,Texas +2 more,
Pritam International,3.6,Consumer Electronics & Appliances,11-50 Employees,23 years old,New Delhi +10 more,
Swaraj Automotives,4.0,Auto Components,1-10 Employees,49 years old,Mohali +9 more,
Pearl Academy,3.8,Education & Training,201-500 Employees,30 years old,New Delhi +7 more,
Ashwini Hospital,4.0,Healthcare,36 years old,Cuttack +14 more,,
Johari Digital Healthcare,3.4,Healthcare,51-200 Employees,Public,44 years old,Jodhpur +2 more
Louis Dreyfus Commodities,4.4,501-1k Employees,26 years old,Rotterdam +8 more,,
Windcare India,3.1,Financial Services,201-500 Employees,22 years old,Gudimangalam +7 more,
SoftNice,3.7,IT Services & Consulting,501-1k Employees,22 years old,Allentown +6 more,
Ascentrik Research Services,1.6,IT Services & Consulting,201-500 Employees,13 years old,Mumbai +6 more,
IMA-PG,4.2,Medical Equipment,201-500 Employees,62 years old,Navi Mumbai +6 more,
International SOS,3.5,Healthcare,201-500 Employees,23 years old,Singapore +11 more,
REVA University,3.7,Education & Training,1k-5k Employees,19 years old,Bengaluru +2 more,
Customer Analytics,4.2,IT Services & Consulting,201-500 Employees,30 years old,Chennai +4 more,
Merit Group,3.7,IT Services & Consulting,501-1k Employees,20 years old,London +3 more,
NSHM Knowledge Campus,3.6,Education & Training,51-200 Employees,27 years old,Kolkata +2 more,
Suhail Bahwan Group,3.7,Management Consulting,1k-5k Employees,58 years old,Muscat +10 more,
North West Carrying Co.,3.9,Logistics,10k-50k Employees,25 years old,Gurgaon/Gurugram +19 more,
IMA-PG,4.2,Medical Equipment,201-500 Employees,62 years old,Navi Mumbai +6 more,
Piano Presitel,3.0,Auto Components,501-1k Employees,45 years old,Thane +2 more,
S.H. Kelkar & Co.,4.3,Chemicals,1k-5k Employees,15 years old,Mumbai +8 more,
Driplex Water Engineering,3.9,Waste Management,201-500 Employees,49 years old,New Delhi +16 more,
Carestream Health,3.8,Healthcare,201-500 Employees,16 years old,New York +10 more,
Mersen,3.6,201-500 Employees,132 years old,Courbevoie +4 more,,
Accord Software & Systems,3.8,Software Product,201-500 Employees,32 years old,Bangalore/Bengaluru +3 more,
Sanofi Pasteur,4.1,5k-10k Employees (Global),19 years old,Paris +17 more,,
Customer Analytics,4.2,IT Services & Consulting,201-500 Employees,30 years old,Chennai +4 more,
ARCOP Associates,4.0,Architecture & Interior Design,51-200 Employees,53 years old,New Delhi +5 more,
SoftNice,3.7,IT Services & Consulting,501-1k Employees,22 years old,Allentown +6 more,
Web Spiders,2.6,IT Services & Consulting,51-200 Employees,23 years old,New York +4 more,
RFCL,3.3,Analytics & KPO,11-50 Employees,8 years old,Delhi +4 more,
Shyama Power India,4.1,Electronics Manufacturing,1k-5k Employees,Public,44 years old,Gurugram +9 more
India Healthcare Solutions,4.0,Healthcare,1k-5k Employees (Global),24 years old,Chennai +5 more,
ECIL RAPISCAN,4.1,Electronics Manufacturing,201-500 Employees,28 years old,Hyderabad +14 more,
Pritam International,3.6,Consumer Electronics & Appliances,11-50 Employees,23 years old,New Delhi +10 more,
Johari Digital Healthcare,3.4,Healthcare,51-200 Employees,Public,44 years old,Jodhpur +2 more
Windcare India,3.1,Financial Services,201-500 Employees,22 years old,Gudimangalam +7 more,
REVA University,3.7,Education & Training,1k-5k Employees,19 years old,Bengaluru +2 more,
Sumitomo Mitsui Banking Corporation,2.5,Financial Services,201-500 Employees,22 years old,New York +3 more,
Suhail Bahwan Group,3.7,Management Consulting,1k-5k Employees,58 years old,Muscat +10 more,
International SOS,3.5,Healthcare,201-500 Employees,23 years old,Singapore +11 more,
Shrinath Rotopack,4.2,Packaging,201-500 Employees,23 years old,Hyderabad +2 more,
utkarsh micro finance,3.4,14 years old,Varanasi +22 more,,,
Air Force School,4.0,Education & Training,10k-50k Employees (Global),68 years old,Delhi/NCR +24 more,
Classic Marble Company,4.0,Building Material,201-500 Employees,29 years old,Mumbai +10 more,
S10 Healthcare Solutions,3.8,Fitness & Wellness,201-500 Employees,10 years old,Chennai +4 more,
Cynoteck Technology Solutions,4.6,IT Services & Consulting,51-200 Employees,15 years old,Dehradun,
ACCOUNTING FIRM,4.0,Accounting & Auditing,51-200 Employees (Global),New Delhi +32 more,,
DSK Toyota,4.8,Automobile,1k-5k Employees,23 years old,Pune +6 more,
Ananda Dairy,4.2,Agriculture,51-200 Employees,34 years old,Noida +15 more,
